Name,WALS code,ISO 639-3,Genus,Family,Macroarea,Latitude,Longitude,Countries
Walmatjari,wlm,wmt,Western Pama-Nyungan,Pama-Nyungan,Australia,-19.5,125.75,Australia
Wambaya,wam,wmb,Wambayan,Mirndi,Australia,-18.67,135.75,Australia
Wambon,wbn,wms,Awju-Dumut,Trans-New Guinea,Papunesia,-5.5,140.42,Indonesia
Wambule,wme,wme,Mahakiranti,Sino-Tibetan,Eurasia,29.25,85.92,Nepal
Wan,wna,wan,Eastern Mande,Mande,Africa,7.83,-5.87,Côte d'Ivoire
Wangkangurru,wgg,wgg,Central Pama-Nyungan,Pama-Nyungan,Australia,-27,137,Australia
Wangkumara,wan,xwk,Central Pama-Nyungan,Pama-Nyungan,Australia,-27.33,143,Australia
Wanman,wbt,wbt,Western Pama-Nyungan,Pama-Nyungan,Australia,-22,123,Australia
Wantoat,wnt,wnc,Finisterre-Huon,Trans-New Guinea,Papunesia,-6.17,146.5,Papua New Guinea
Waorani,wao,auc,Waorani,Waorani,South America,-1,-76.5,Ecuador
Wapishana,wps,wap,Wapishanan,Arawakan,South America,2.67,-60,Guyana
Wappo,wap,wao,Wappo,Wappo-Yukian,North America,38.5,-122.5,United States
Warao,wra,wba,Warao,Warao,South America,9.33,-61.67,Venezuela
Waray (in Australia),wry,wrz,Warayic,Gunwinyguan,Australia,-13.17,131.25,Australia
Waray-Waray,wwy,war,Greater Central Philippine,Austronesian,Papunesia,12,125,Philippines
Wardaman,wrd,wrr,Yangmanic,Yangmanic,Australia,-15.5,131,Australia
Warekena,wrk,gae,Alto-Orinoco,Arawakan,South America,1.5,-67.5,Colombia
Warembori,wrm,wsa,South Halmahera - West New Guinea,Austronesian,Papunesia,-1.67,137.58,Indonesia
Wari',war,pav,Chapacura-Wanham,Chapacura-Wanham,South America,-11.33,-65,Brazil
Waris,wrs,wrs,Border,Border,Papunesia,-3.17,141,Indonesia
Warlpiri,wrl,wbp,Western Pama-Nyungan,Pama-Nyungan,Australia,-20,132.33,Australia
Warluwara,wlw,wrb,Western Pama-Nyungan,Pama-Nyungan,Australia,-22,138.5,Australia
Warndarang,wrn,wnd,Warndarang,Mangarrayi-Maran,Australia,-14.42,135.58,Australia
Waropen,wrp,wrp,South Halmahera - West New Guinea,Austronesian,Papunesia,-2.33,136.58,Indonesia
Warrgamay,wrg,wgy,Northern Pama-Nyungan,Pama-Nyungan,Australia,-18.58,146.08,Australia
Warrongo,wgu,wrg,Northern Pama-Nyungan,Pama-Nyungan,Australia,-18,145,Australia
Warrwa,wrw,wwr,Nyulnyulan,Nyulnyulan,Australia,-17.5,123.5,Australia
Warumungu,wru,wrm,Western Pama-Nyungan,Pama-Nyungan,Australia,-19.5,134.5,Australia
Washo,was,was,Washo,Washo,North America,39.25,-120,United States
Waskia,wsk,wsk,Madang,Trans-New Guinea,Papunesia,-4.5,146,Papua New Guinea
Watam,wtm,wax,Lower Ramu,Lower Sepik-Ramu,Papunesia,-3.92,144.5,Papua New Guinea
Watjarri,wat,wbv,Western Pama-Nyungan,Pama-Nyungan,Australia,-26,117.5,Australia
Waunana,wau,noa,Choco,Choco,South America,4,-77,Colombia
Waurá,wur,wau,Central Arawakan,Arawakan,South America,-13,-53,Brazil
Wayampi,way,oym,Tupi-Guaraní,Tupian,South America,1,-52,Brazil
Wayana,wyn,way,Cariban,Cariban,South America,3.25,-54.17,French Guiana
Wedau,wed,wed,Oceanic,Austronesian,Papunesia,-10.17,150.17,Papua New Guinea
Welsh,wel,cym,Celtic,Indo-European,Eurasia,52,-3,United Kingdom
Welsh (Colloquial),wec,cym,Celtic,Indo-European,Eurasia,52.75,-3.58,United Kingdom
Wéménugbé,wmn,wem,Kwa,Niger-Congo,Africa,6.67,2.5,Benin
Weri,wer,wer,Goilalan,Trans-New Guinea,Papunesia,-7.75,146.92,Papua New Guinea
West Makian,wma,mqs,North Halmaheran,West Papuan,Papunesia,0.5,127.58,Indonesia
Wetan,wet,lex,Central Malayo-Polynesian,Austronesian,Papunesia,-8.17,128,Indonesia
Wichí,wch,mzh,Matacoan,Matacoan,South America,-22.5,-62.58,Bolivia
Wichita,wic,wic,Caddoan,Caddoan,North America,33.33,-97.33,United States
Wik Munkan,wmu,wim,Northern Pama-Nyungan,Pama-Nyungan,Australia,-13.92,141.75,Australia
Wik Ngathana,wn,wig,Northern Pama-Nyungan,Pama-Nyungan,Australia,-13.92,141.5,Australia
Wikchamni,wik,yok,Yokuts,Penutian,North America,36.42,-119.08,United States
Winnebago,wnb,win,Core Siouan,Siouan,North America,43.5,-88.5,United States
Wintu,win,wnw,Wintuan,Penutian,North America,41,-122.5,United States
Wirangu,wir,wgu,Central Pama-Nyungan,Pama-Nyungan,Australia,-32,134,Australia
Wiyot,wiy,wiy,Wiyot,Algic,North America,40.83,-124.17,United States
Wobe,wob,wob,Kru,Niger-Congo,Africa,7.42,-7.33,Côte d'Ivoire
Wogamusin,wog,wog,Upper Sepik,Sepik,Papunesia,-4.25,142.33,Papua New Guinea
Woisika,woi,woi,Greater Alor,Timor-Alor-Pantar,Papunesia,-8.25,124.83,Indonesia
Wolaytta,wly,wal,North Omotic,Afro-Asiatic,Africa,6.83,37.75,Ethiopia
Woleaian,wol,woe,Oceanic,Austronesian,Papunesia,7.33,143.83,Micronesia
Wolio,wlo,wlo,Celebic,Austronesian,Papunesia,-5.5,122.75,Indonesia
Wolof,wlf,wol,Wolof,Niger-Congo,Africa,15.25,-16,Gambia
Worora,wor,wro,Worrorran,Worrorran,Australia,-15.67,124.67,Australia
Wu,wuc,wuu,Chinese,Sino-Tibetan,Eurasia,31.67,119.92,China
Wyandot,wya,wya,Northern Iroquoian,Iroquoian,North America,44.33,-77.5,Canada
Xârâcùù,xar,ane,Oceanic,Austronesian,Papunesia,-21.67,166,New Caledonia
Xasonga,xas,kao,Western Mande,Mande,Africa,14.25,-10.5,Mali
Xavánte,xav,xav,Ge-Kaingang,Macro-Ge,South America,-15,-52.5,Brazil
Xerénte,xer,xer,Ge-Kaingang,Macro-Ge,South America,-10,-48.17,Brazil
Xhosa,xho,xho,Bantoid,Niger-Congo,Africa,-32,27,South Africa
Xiriana,bah,xir,Bahuanic,Arawakan,,2.67,-62.5,Brazil
Xokleng,xok,xok,Ge-Kaingang,Macro-Ge,South America,-24.5,-50,Brazil
Yagaria,ygr,ygr,Eastern Highlands,Trans-New Guinea,Papunesia,-6.33,145.42,Papua New Guinea
Yaghnobi,ygn,yai,Iranian,Indo-European,Eurasia,39,69,Tajikistan
Yagua,yag,yad,Peba-Yaguan,Peba-Yaguan,South America,-3.5,-72,Peru
Yahgan,yah,yag,Yámana,Yámana,South America,-55,-68,Chile
Yaka,yak,yaf,Bantoid,Niger-Congo,Africa,-7,17.5,Angola
Yakan,ykn,yka,Sama-Bajaw,Austronesian,Papunesia,6.5,122,Philippines
Yakoma,ykm,yky,Ubangi,Niger-Congo,Africa,4.42,18.42,Central African Republic
Yakut,ykt,sah,Turkic,Altaic,Eurasia,62,130,Russia
Yalarnnga,ylr,ylr,Northern Pama-Nyungan,Pama-Nyungan,Australia,-22,140,Australia
Yale (Kosarek),yal,kkl,Mek,Trans-New Guinea,Papunesia,-4.08,139.5,Indonesia
Yali,yli,yli,Dani,Trans-New Guinea,Papunesia,-4,139.33,Indonesia
Yamba,yba,yam,Bantoid,Niger-Congo,Africa,6.42,11.08,Cameroon
Yamdena,ymd,jmd,Central Malayo-Polynesian,Austronesian,Papunesia,-7.5,131.5,Indonesia
Yami,ymi,tao,Batanic,Austronesian,Papunesia,22,121.5,Taiwan
Yaminahua,yam,yaa,Panoan,Panoan,South America,-8,-73,Brazil
Yamphu,ybi,ybi,Mahakiranti,Sino-Tibetan,Eurasia,27.58,87.33,Nepal
Yana,yan,ynn,Yana,Hokan,North America,40.5,-122,United States
Yankuntjatjara,ynk,kdd,Western Pama-Nyungan,Pama-Nyungan,Australia,-27,132,Australia
Yanomámi,ynm,wca,Yanomam,Yanomam,South America,2.33,-63,Brazil
Yansi,yns,yns,Bantoid,Niger-Congo,Africa,-3.83,18,Democratic Republic of Congo
Yanyuwa,yny,jao,Western Pama-Nyungan,Pama-Nyungan,Australia,-16.42,137.17,Australia
Yao (in Malawi),yao,yao,Bantoid,Niger-Congo,Africa,-14.5,35.5,Mozambique
Yapese,yap,yap,Yapese,Austronesian,Papunesia,9.58,138.17,Micronesia
Yaqay,yqy,jaq,Marind,Anim,Papunesia,-6.58,139.25,Indonesia
Yaqui,yaq,yaq,Cahita,Uto-Aztecan,North America,27.5,-110.25,Mexico
Yareba,yar,yrb,Yareban,Yareban,Papunesia,-9.5,148.5,Papua New Guinea
Yaruro,yrr,yae,Yaruro,Yaruro,South America,7,-68,Venezuela
Yavapai,yav,yuf,Yuman,Hokan,North America,34,-113.33,United States
Yawa,yaw,yva,Yawa,Yawa,Papunesia,-1.75,136.25,Indonesia
Yawelmani,ywl,yok,Yokuts,Penutian,North America,35.42,-119,United States
Yawuru,ywr,ywr,Nyulnyulan,Nyulnyulan,Australia,-18,122.5,Australia
Yay,yay,pcc,Kam-Tai,Tai-Kadai,Eurasia,22.42,104.75,Vietnam
Yazgulyam,yaz,yah,Iranian,Indo-European,Eurasia,38.5,71.5,Tajikistan
Yazva,yzv,kpv,Permic,Uralic,Eurasia,65,55,Russia
Yei,yei,jei,Morehead and Upper Maro Rivers,Morehead and Upper Maro Rivers,Papunesia,-7.92,140.92,Indonesia
Yelî Dnye,yel,yle,Yele,Yele,Papunesia,-11.37,154.17,Papua New Guinea
Yelmek,ylm,jel,Bulaka River,Bulaka River,Papunesia,-7.67,139.17,Indonesia
Yemba,yem,ybb,Bantoid,Niger-Congo,Africa,5.42,10.08,Cameroon
Yemsa,yms,jnj,North Omotic,Afro-Asiatic,Africa,7.83,37.33,Ethiopia
Yessan-Mayo,yes,yss,Tama Sepik,Sepik,Papunesia,-4.17,142.58,Papua New Guinea
Yeyi,yey,yey,Bantoid,Niger-Congo,Africa,-20,23.5,Namibia
Yi (Wuding-Luquan),yiw,ywq,Burmese-Lolo,Sino-Tibetan,Eurasia,25.5,102.5,
Yiddish,ydd,"ydd, yih",Germanic,Indo-European,Eurasia,52,23,Ukraine
Yiddish (Bessarabian),ydb,ydd,Germanic,Indo-European,Eurasia,47,28.5,Moldova
Yiddish (Lithuanian),ylt,ydd,Germanic,Indo-European,Eurasia,55,25,Lithuania
Yiddish (Lodz),ydl,ydd,Germanic,Indo-European,Eurasia,51.75,19.42,Poland
Yidiny,yid,yii,Northern Pama-Nyungan,Pama-Nyungan,Australia,-17,145.75,Australia
Yil,yil,yll,Wapei-Palei,Torricelli,Papunesia,-3.53,142.15,Papua New Guinea
Yimas,yim,yee,Lower Sepik,Lower Sepik-Ramu,Papunesia,-4.67,143.55,Papua New Guinea
Yindjibarndi,yin,yij,Western Pama-Nyungan,Pama-Nyungan,Australia,-21.75,117.92,Australia
Yingkarta,yng,yia,Western Pama-Nyungan,Pama-Nyungan,Australia,-25.17,114.83,Australia
Yir Yoront,yir,yyr,Northern Pama-Nyungan,Pama-Nyungan,Australia,-14.83,141.83,Australia
Yokuts (Yaudanchi),yok,yok,Yokuts,Penutian,North America,36.08,-119.08,United States
Yoruba,yor,yor,Defoid,Niger-Congo,Africa,8,4.33,Nigeria
Yucatec,yct,yua,Mayan,Mayan,North America,20,-89,Mexico
Yuchi,yuc,yuc,Yuchi,Yuchi,North America,35.75,-86.75,United States
Yucuna,ycn,ycn,Inland Northern Arawakan,Arawakan,South America,-0.75,-71,Colombia
Yugh,yug,yug,Yeniseian,Yeniseian,Eurasia,61,90,Russia
Yukaghir (Kolyma),yko,yux,Yukaghir,Yukaghir,Eurasia,65.75,150.83,Russia
Yukaghir (Tundra),ytu,ykg,Yukaghir,Yukaghir,Eurasia,69,155,Russia
Yuki,yki,yuk,Yukian,Wappo-Yukian,North America,39.67,-123.5,United States
Yukpa,ykp,yup,Cariban,Cariban,South America,10.17,-72.75,Colombia
Yukulta,yuk,gcd,Tangkic,Tangkic,Australia,-17.33,138.83,Australia
Yulparija,ylb,mpj,Western Pama-Nyungan,Pama-Nyungan,Australia,-21,124,Australia
Yulu,yul,yul,Bongo-Bagirmi,Central Sudanic,Africa,8.5,25.25,South Sudan
Yup'ik (Central),ypk,esu,Eskimo,Eskimo-Aleut,North America,59.5,-160,United States
Yup'ik (Chevak),ych,esu,Eskimo,Eskimo-Aleut,North America,61.5,-165.75,United States
Yupik (Naukan),yna,ynk,Eskimo,Eskimo-Aleut,Eurasia,66,-172,Russia
Yup'ik (Norton Sound),yun,esu,Eskimo,Eskimo-Aleut,North America,64,-161,United States
Yupik (Siberian),yus,ess,Eskimo,Eskimo-Aleut,Eurasia,65,-173,Russia
Yupik (Sirenik),ysi,ysr,Eskimo,Eskimo-Aleut,Eurasia,64.5,-174,Russia
Yupik (St. Lawrence Island),ysl,ess,Eskimo,Eskimo-Aleut,Eurasia,63.5,-170.5,United States
Yuracare,yrc,yuz,Yuracare,Yuracare,South America,-16.58,-65.25,Bolivia
Yurok,yur,yur,Yurok,Algic,North America,41.33,-124,United States
Yurt Tatar,yta,nog,Turkic,Altaic,Eurasia,46.33,48.5,Russia
Yuruti,yrt,yui,Tucanoan,Tucanoan,South America,1,-70.42,Colombia
Yuwaalaraay,yuw,kld,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-29.5,148,Australia
Zande,zan,zne,Ubangi,Niger-Congo,Africa,4,26,Central African Republic
Zaparo,zpr,zro,Zaparoan,Zaparoan,South America,-2,-76.33,Ecuador
Zapotec (Isthmus),zai,zai,Zapotecan,Oto-Manguean,North America,16.42,-95,Mexico
Zapotec (Ixtlan),zpi,zpd,Zapotecan,Oto-Manguean,North America,17.25,-96.5,Mexico
Zapotec (Juárez),zaj,zaa,Zapotecan,Oto-Manguean,North America,17.5,-96.58,Mexico
Zapotec (Mitla),zap,zaw,Zapotecan,Oto-Manguean,North America,16.8,-96.25,Mexico
Zapotec (Mixtepec),zam,zpm,Zapotecan,Oto-Manguean,North America,16.33,-96.33,Mexico
Zapotec (Quiegolani),zaq,zpi,Zapotecan,Oto-Manguean,North America,16.17,-96.08,Mexico
Zapotec (San Lucas Quiaviní),zsq,zab,Zapotecan,Oto-Manguean,North America,16.9,-96.47,Mexico
Zapotec (Texmelucan),zte,zpz,Zapotecan,Oto-Manguean,North America,16.5,-97.17,Mexico
Zapotec (Yatzachi),zya,zav,Zapotecan,Oto-Manguean,North America,17.2,-96.2,Mexico
Zapotec (Zoogocho),zzo,zpq,Zapotecan,Oto-Manguean,North America,17.25,-96.25,Mexico
Zarma,zar,dje,Songhay,Songhay,Africa,13.83,2.17,Niger
Zayse,zay,zay,North Omotic,Afro-Asiatic,Africa,5.92,37.33,Ethiopia
Zazaki,zaz,diq,Iranian,Indo-European,Eurasia,39,41,Turkey
Zenaga,zen,zen,Berber,Afro-Asiatic,Africa,17.33,-16,Mauritania
Zhuang (Northern),zhn,zgb,Kam-Tai,Tai-Kadai,Eurasia,24,108,China
